公共卫生学院,学院师生,赢得,很高的学术声誉,,,,,学院师生本着无私奉献的精神和卓越的能力，在公共卫生和人群健康领域取得了令人瞩目的成就，科研成果直接应用于国家卫生决策，部分国际合作研究成果为世界卫生组织所推广，在国内外赢得了很高的学术声誉。
公共卫生学院,卫生学,院的,历史可追溯至上世纪20年代,上世纪20年代,复旦大学,,,复旦大学公共卫生学院的历史可追溯至上世纪20年代。
公共卫生学院,卫生学,可,至上世纪20年代,上世纪20年代,复旦大学,,,复旦大学公共卫生学院的历史可追溯至上世纪20年代。
公共卫生学院,卫生学,追溯,至上世纪20年代,上世纪20年代,复旦大学,,,复旦大学公共卫生学院的历史可追溯至上世纪20年代。
公共卫生学院,公共卫生学家颜福庆公共卫生学家颜福庆,创办,医学院,1927年,创办,,,1927年，中国著名医学教育家、公共卫生学家颜福庆创办医学院时，就非常重视公共卫生的教学，于1928年7月，在医学院内组建了公共卫生科，并亲任科主任兼公共卫生学教授。
公共卫生学院,公共卫生学家颜福庆公共卫生学家颜福庆,重视,公共卫生的教学,1927年,,,,1927年，中国著名医学教育家、公共卫生学家颜福庆创办医学院时，就非常重视公共卫生的教学，于1928年7月，在医学院内组建了公共卫生科，并亲任科主任兼公共卫生学教授。
公共卫生学院,公共卫生学家颜福庆公共卫生学家颜福庆,组建,公共卫生科,1928年7月,,,,1927年，中国著名医学教育家、公共卫生学家颜福庆创办医学院时，就非常重视公共卫生的教学，于1928年7月，在医学院内组建了公共卫生科，并亲任科主任兼公共卫生学教授。
公共卫生学院,公共卫生学家颜福庆公共卫生学家颜福庆,亲任,科主任兼公共卫生学教授,1928年7月,,,,1927年，中国著名医学教育家、公共卫生学家颜福庆创办医学院时，就非常重视公共卫生的教学，于1928年7月，在医学院内组建了公共卫生科，并亲任科主任兼公共卫生学教授。
公共卫生学院,公共卫生学家颜福庆公共卫生学家颜福庆,建,公共卫生学院,1952年1月,建,,,1952年1月，由公共卫生科组建公共卫生学院，几经更名延续至今。
公共卫生学院,公共卫生学家颜福庆公共卫生学家颜福庆,几经,,1952年1月,,,,1952年1月，由公共卫生科组建公共卫生学院，几经更名延续至今。
公共卫生学院,公共卫生学家颜福庆公共卫生学家颜福庆,更名,,1952年1月,,,,1952年1月，由公共卫生科组建公共卫生学院，几经更名延续至今。
公共卫生学院,公共卫生学家颜福庆公共卫生学家颜福庆,延续,,1952年1月,,,,1952年1月，由公共卫生科组建公共卫生学院，几经更名延续至今。
公共卫生学院,公共卫生学家颜福庆公共卫生学家颜福庆,至今,,1952年1月,,,,1952年1月，由公共卫生科组建公共卫生学院，几经更名延续至今。
公共卫生学院,1985年,改名为,上海医科大学公共卫生学院,1985年,,,,1985年改名为上海医科大学公共卫生学院。
公共卫生学院,1985年,更名,为复旦大学公共卫生学院,2000年4月,,,,2000年4月上海医科大学与复旦大学合并，更名为复旦大学公共卫生学院。
公共卫生学院,李穆生、苏德隆、孙云媛、顾学箕、俞顺章、詹绍康、姜庆五和陈文,任,院长,,,陈文,,李穆生、苏德隆、孙云媛、顾学箕、俞顺章、詹绍康、姜庆五和陈文先后任院长（系主任）。
公共卫生学院,李穆生、苏德隆、孙云媛、顾学箕、俞顺章、詹绍康、姜庆五和陈文,系主任,,,（,,,李穆生、苏德隆、孙云媛、顾学箕、俞顺章、詹绍康、姜庆五和陈文先后任院长（系主任）。
公共卫生学院,李穆生、苏德隆、孙云媛、顾学箕、俞顺章、詹绍康、姜庆五和陈文,纵观,学院历史,,,,,纵观学院历史，我们见证了中国公共卫生发展的每一个阶段，并与之一同成长。
公共卫生学院,李穆生、苏德隆、孙云媛、顾学箕、俞顺章、詹绍康、姜庆五和陈文,见证,中国公共卫生发展的每一个阶段,,,,一,纵观学院历史，我们见证了中国公共卫生发展的每一个阶段，并与之一同成长。
公共卫生学院,李穆生、苏德隆、孙云媛、顾学箕、俞顺章、詹绍康、姜庆五和陈文,成长,,,,,,纵观学院历史，我们见证了中国公共卫生发展的每一个阶段，并与之一同成长。
公共卫生学院,我们,致力于,解决国内重大健康问题,未来,,,,未来，我们将始终致力于解决国内重大健康问题，控制疾病、改善环境，促进卫生系统完善，制定战略计划和政策建议，培养一流人才，产出一流成果，提升中国公共卫生能力，跻身世界优秀公共卫生学院名列。
公共卫生学院,我们,解决,国内重大健康问题,未来,,,,未来，我们将始终致力于解决国内重大健康问题，控制疾病、改善环境，促进卫生系统完善，制定战略计划和政策建议，培养一流人才，产出一流成果，提升中国公共卫生能力，跻身世界优秀公共卫生学院名列。
公共卫生学院,我们,控制,疾病、改善环境,未来,,,,未来，我们将始终致力于解决国内重大健康问题，控制疾病、改善环境，促进卫生系统完善，制定战略计划和政策建议，培养一流人才，产出一流成果，提升中国公共卫生能力，跻身世界优秀公共卫生学院名列。
公共卫生学院,我们,改善,环境,未来,,,,未来，我们将始终致力于解决国内重大健康问题，控制疾病、改善环境，促进卫生系统完善，制定战略计划和政策建议，培养一流人才，产出一流成果，提升中国公共卫生能力，跻身世界优秀公共卫生学院名列。
公共卫生学院,我们,促进,卫生系统完善，制定战略计划和政策建议，培养一流人才,未来,,,,未来，我们将始终致力于解决国内重大健康问题，控制疾病、改善环境，促进卫生系统完善，制定战略计划和政策建议，培养一流人才，产出一流成果，提升中国公共卫生能力，跻身世界优秀公共卫生学院名列。
公共卫生学院,我们,制定,战略计划和政策建议,未来,,,,未来，我们将始终致力于解决国内重大健康问题，控制疾病、改善环境，促进卫生系统完善，制定战略计划和政策建议，培养一流人才，产出一流成果，提升中国公共卫生能力，跻身世界优秀公共卫生学院名列。
公共卫生学院,我们,培养,一流人才,未来,,,一,未来，我们将始终致力于解决国内重大健康问题，控制疾病、改善环境，促进卫生系统完善，制定战略计划和政策建议，培养一流人才，产出一流成果，提升中国公共卫生能力，跻身世界优秀公共卫生学院名列。
公共卫生学院,我们,提升,中国公共卫生能力,未来,,,,未来，我们将始终致力于解决国内重大健康问题，控制疾病、改善环境，促进卫生系统完善，制定战略计划和政策建议，培养一流人才，产出一流成果，提升中国公共卫生能力，跻身世界优秀公共卫生学院名列。
公共卫生学院,我们,跻身,世界优秀公共卫生学院名列,未来,,,,未来，我们将始终致力于解决国内重大健康问题，控制疾病、改善环境，促进卫生系统完善，制定战略计划和政策建议，培养一流人才，产出一流成果，提升中国公共卫生能力，跻身世界优秀公共卫生学院名列。
公共卫生学院,我们,名列,,未来,卫生学院,,,未来，我们将始终致力于解决国内重大健康问题，控制疾病、改善环境，促进卫生系统完善，制定战略计划和政策建议，培养一流人才，产出一流成果，提升中国公共卫生能力，跻身世界优秀公共卫生学院名列。
公共卫生学院,我院,获,科研经费,2001-2015,,,,2001-2015，我院获科研经费5.065亿元，包括国家自然科学基金青年基金项目、面上项目、优秀青年基金、杰出青年基金、重点项、重大国际合作和重大专项等项目、“十一五”科技支撑计划、863计划、卫生部和环境保护部行业专项基金，上海市科委启明星项目、上海市教委曙光学者计划、欧盟第六框架协议项目、NIHFogarty项目、中美NSFC与NIH合作项目、中华医学基金会、英国国际发展部、以及哲学社会科学重大项目等。
公共卫生学院,我院,包括,国家自然科学基金青年基金项目、面上项目、优秀青年基金、杰出青年基金、重点项、重大国际合作和重大专项等项目、“十一五”科技支撑计划、863计划、卫生部和环境保护部行业专项基金，上海市科委启明星项目、上海市教委曙光学者计划、欧盟第六框架协议项目、NIHFogarty项目、中美NSFC与NIH合作项目、中华医学基金会、英国国际发展部、以及哲学社会科学重大项目等,2001-2015,,,,2001-2015，我院获科研经费5.065亿元，包括国家自然科学基金青年基金项目、面上项目、优秀青年基金、杰出青年基金、重点项、重大国际合作和重大专项等项目、“十一五”科技支撑计划、863计划、卫生部和环境保护部行业专项基金，上海市科委启明星项目、上海市教委曙光学者计划、欧盟第六框架协议项目、NIHFogarty项目、中美NSFC与NIH合作项目、中华医学基金会、英国国际发展部、以及哲学社会科学重大项目等。
公共卫生学院,学院,建立,广泛的交流与教育和研究合作,,,,多,学院与多家国际知名大学和研究机构建立了广泛的交流与教育和研究合作。
公共卫生学院,学院,签署,MOUsMemorandaofUnderstanding,,,,,学院签署的MOUsMemorandaofUnderstanding：美国：约翰霍普金斯大学、加利福尼亚大学洛杉矶分校、杜兰大学、夏威夷大学、犹他大学澳大利亚：悉尼大学、悉尼科技大学、阿德莱德大学、格里菲斯大学欧洲：瑞典于默奥大学、法国埃塞克商学院、伦敦政治经济学院加拿大：蒙特利尔大学亚洲：印度贾瓦哈拉尔尼赫鲁大学、日本山形大学
公共卫生学院,学院,蒙特利尔大学亚洲：印度贾瓦哈拉尔尼赫鲁大学、日本山形大学,,,,,,学院签署的MOUsMemorandaofUnderstanding：美国：约翰霍普金斯大学、加利福尼亚大学洛杉矶分校、杜兰大学、夏威夷大学、犹他大学澳大利亚：悉尼大学、悉尼科技大学、阿德莱德大学、格里菲斯大学欧洲：瑞典于默奥大学、法国埃塞克商学院、伦敦政治经济学院加拿大：蒙特利尔大学亚洲：印度贾瓦哈拉尔尼赫鲁大学、日本山形大学
